"run","baseline_total_loss","cull_total_loss","direct_cull_loss","net_loss_avoided","baseline_farms_affected","cull_farms_affected","baseline_farms_lost","cull_farms_lost","farms_culled"
34,139545.676689967,26996.5333328335,21923.2274939319,112549.143357134,139,27,139,27,22
35,143863.91255594,2644.12629005004,2644.12629005004,141219.78626589,144,3,144,3,3
36,123974.954778717,2941.640442061,2941.640442061,121033.314336656,124,3,124,3,3
37,123974.954778717,119580.073512211,84228.7534694151,4394.88126650614,124,119,124,119,85
38,146862.743145672,2921.81574144014,2921.81574144014,143940.927404232,147,3,147,3,3
39,113673.834011589,3040.68390123296,3040.68390123296,110633.150110356,113,3,113,3,3
40,123974.954778717,3387.85914607187,3387.85914607187,120587.095632645,124,3,124,3,3
41,146862.743145672,94080.1282970743,74770.1771597229,52782.6148485974,147,93,147,93,74
42,113673.834011589,90999.3924661808,68137.8447328882,22674.441545408,113,90,113,90,67
43,123974.954778717,3342.30928447016,3342.30928447016,120632.645494247,124,3,124,3,3
44,139545.676689967,3003.54543220404,3003.54543220404,136542.131257763,139,3,139,3,3
45,113673.834011589,102772.289598638,79348.9989458227,10901.5444129508,113,102,113,102,79
46,113673.834011589,3115.39993864783,3115.39993864783,110558.434072941,113,3,113,3,3
47,113673.834011589,3218.24756230374,3218.24756230374,110455.586449285,113,3,113,3,3
48,113673.834011589,2902.75295562097,2902.75295562097,110771.081055968,113,3,113,3,3
49,136561.622378543,25104.0602642838,14805.9936009142,111457.562114259,136,25,136,25,15
50,113673.834011589,95413.9968160231,73196.2065652571,18259.8371955657,113,94,113,94,72
51,149846.797457096,96190.829403355,76252.6769442991,53655.9680537407,150,95,150,95,76
52,113673.834011589,20816.1016416499,17617.7781242811,92857.7323699389,113,21,113,21,18
53,113673.834011589,2866.80284515353,2866.80284515353,110807.031166435,113,3,113,3,3
54,136561.622378543,3189.8848309114,3189.8848309114,133371.737547632,136,3,136,3,3
55,146862.743145672,2742.40185420699,2742.40185420699,144120.341291465,147,3,147,3,3
56,139545.676689967,2643.56701220688,2643.56701220688,136902.10967776,139,3,139,3,3
57,149846.797457096,2476.06639654963,2476.06639654963,147370.731060546,150,3,150,3,3
58,146862.743145672,2805.15520541553,2805.15520541553,144057.587940256,147,3,147,3,3
59,113673.834011589,3135.7485303639,3135.7485303639,110538.085481225,113,3,113,3,3
60,113673.834011589,2889.61300409904,2889.61300409904,110784.22100749,113,3,113,3,3
61,113673.834011589,36797.0159528422,31487.605509001,76876.8180587467,113,37,113,37,31
62,136561.622378543,3126.85721756912,3126.85721756912,133434.765160974,136,3,136,3,3
63,113673.834011589,2877.63027890161,2877.63027890161,110796.203732687,113,3,113,3,3
64,119656.718912744,3289.63768174099,3289.63768174099,116367.081231003,119,3,119,3,3
65,123974.954778717,87159.8973003166,69488.3853122153,36815.0574784007,124,86,124,86,69
66,113673.834011589,102679.836874695,80572.7271661928,10993.997136894,113,102,113,102,81
67,113673.834011589,86082.138599726,72489.8522665471,27591.6954118629,113,85,113,85,71
68,113673.834011589,23494.9053154233,19692.6606574024,90178.9286961656,113,24,113,24,20
69,113673.834011589,96019.08424648,72277.0760776771,17654.7497651088,113,95,113,95,71
70,113673.834011589,95894.7542219729,75077.2339381086,17779.079789616,113,95,113,95,74
71,116657.888323013,109984.09924161,87239.1263264467,6673.789081403,116,109,116,109,86
72,148798.179479074,2908.23304948142,2908.23304948142,145889.946429593,149,3,149,3,3
73,113673.834011589,102890.256988058,83962.1289011625,10783.5770235313,113,102,113,102,83
74,113673.834011589,3030.95896193842,3030.95896193842,110642.87504965,113,3,113,3,3
75,113673.834011589,2748.30293691183,2748.30293691183,110925.531074677,113,3,113,3,3
76,113673.834011589,2899.14958145069,2899.14958145069,110774.684430138,113,3,113,3,3
77,113673.834011589,95945.404274732,79860.1055481537,17728.4297368569,113,95,113,95,79
78,113673.834011589,104027.92027669,83124.4400115531,9645.9137348989,113,103,113,103,83
79,149846.797457096,3177.13854150717,3177.13854150717,146669.658915589,150,3,150,3,3
80,149846.797457096,25016.0459102047,17131.028918203,124830.751546891,150,25,150,25,17
81,149846.797457096,3440.08967932116,3440.08967932116,146406.707777775,150,3,150,3,3
82,113673.834011589,111635.325623677,78420.9580397336,2038.5083879117,113,111,113,111,78
83,136561.622378543,2904.58580354836,2904.58580354836,133657.036574995,136,3,136,3,3
84,139545.676689967,90119.8538337458,76396.7197472926,49425.8228562214,139,89,139,89,75
85,136561.622378543,23888.2818071307,19578.1959065991,112673.340571413,136,24,136,24,20
86,119656.718912744,8290.98250068485,6492.88594562076,111365.73641206,119,8,119,8,6
87,139545.676689967,2955.75946635711,2955.75946635711,136589.91722361,139,3,139,3,3
88,113673.834011589,93092.5968543193,70407.7671892877,20581.2371572695,113,92,113,92,69
89,36172.9634455068,24748.9047032427,17598.5967918024,11424.0587422642,37,25,37,25,18
90,136561.622378543,135584.966980392,99971.8505855953,976.655398151284,136,136,136,135,99
91,149846.797457096,88938.8925897612,67488.5628386719,60907.9048673345,150,88,150,88,66
92,119656.718912744,7702.11685118304,5659.77605988032,111954.602061561,119,8,119,8,6
93,113673.834011589,102166.046379443,77690.3770765312,11507.7876321455,113,101,113,101,77
94,113673.834011589,87518.9831190828,70430.9249613123,26154.850892506,113,86,113,86,69
95,113673.834011589,2984.97960226244,2984.97960226244,110688.854409326,113,3,113,3,3
96,113673.834011589,3062.50329538709,3062.50329538709,110611.330716202,113,3,113,3,3
97,119656.718912744,2930.1765886493,2930.1765886493,116726.542324095,119,3,119,3,3
98,113673.834011589,100354.64827696,85390.9195904239,13319.1857346293,113,99,113,99,84
99,136561.622378543,2980.16921480254,2980.16921480254,133581.453163741,136,3,136,3,3
100,113673.834011589,91033.0256094055,70889.843582519,22640.8084021833,113,90,113,90,70
101,123974.954778717,95529.2014495384,74969.7389340369,28445.7533291789,124,95,124,95,75
102,113673.834011589,3093.49939759199,3093.49939759199,110580.334613997,113,3,113,3,3
103,113673.834011589,83265.441275872,68963.767459692,30408.3927357169,113,82,113,82,68
104,113673.834011589,2942.63164211982,2942.63164211982,110731.202369469,113,3,113,3,3
105,113673.834011589,3482.81580949012,3482.81580949012,110191.018202099,113,3,113,3,3
106,123974.954778717,2996.15603676454,2996.15603676454,120978.798741953,124,3,124,3,3
107,119656.718912744,8018.65221857024,6206.12222250853,111638.066694174,119,8,119,8,6
108,113673.834011589,3115.03529698332,3115.03529698332,110558.798714606,113,3,113,3,3
109,113673.834011589,2738.95989442503,2738.95989442503,110934.874117164,113,3,113,3,3
110,113673.834011589,3254.7133151318,3254.7133151318,110419.120696457,113,3,113,3,3
111,113673.834011589,96319.2109592347,77419.8126577437,17354.6230523541,113,95,113,95,76
112,139545.676689967,3121.66418075656,3121.66418075656,136424.012509211,139,3,139,3,3
113,123974.954778717,2910.31414092498,2910.31414092498,121064.640637792,124,3,124,3,3
114,113673.834011589,3397.07832676667,3397.07832676667,110276.755684822,113,3,113,3,3
115,113673.834011589,35348.6862266068,29252.9708744948,78325.1477849821,113,36,113,36,30
116,139545.676689967,3258.17595532958,3258.17595532958,136287.500734638,139,3,139,3,3
117,113673.834011589,3128.43030977474,3128.43030977474,110545.403701814,113,3,113,3,3
118,113673.834011589,2932.64582033513,2932.64582033513,110741.188191254,113,3,113,3,3
119,113673.834011589,2811.09252804266,2811.09252804266,110862.741483546,113,3,113,3,3
120,113673.834011589,84267.4277402588,66402.9137150646,29406.40627133,113,83,113,83,65
121,113673.834011589,2777.42376627029,2777.42376627029,110896.410245319,113,3,113,3,3
122,139545.676689967,2739.72413586185,2739.72413586185,136805.952554105,139,3,139,3,3
123,113673.834011589,107927.459645352,82343.8822243178,5746.37436623649,113,107,113,107,82
124,139545.676689967,2952.8383663478,2952.8383663478,136592.838323619,139,3,139,3,3
125,139545.676689967,2938.14037203771,2938.14037203771,136607.536317929,139,3,139,3,3
126,113673.834011589,2657.82113734884,2657.82113734884,111016.01287424,113,3,113,3,3
127,136561.622378543,2679.69489294601,2679.69489294601,133881.927485597,136,3,136,3,3
128,113673.834011589,22426.7426148895,18753.0725675589,91247.0913966993,113,23,113,23,19
129,113673.834011589,2816.50038751807,2816.50038751807,110857.333624071,113,3,113,3,3
130,113673.834011589,2738.30442938511,2738.30442938511,110935.529582204,113,3,113,3,3
131,25871.8426783784,23980.6731039761,16384.1971577093,1891.16957440228,26,24,26,24,17
132,139545.676689967,11992.1519507152,10142.5436556145,127553.524739252,139,12,139,12,10
133,113673.834011589,97787.2669773048,78671.0916497416,15886.567034284,113,97,113,97,79
134,149846.797457096,6070.83826664265,4135.40193324035,143775.959190453,150,6,150,6,4
135,139545.676689967,2892.73882903926,2892.73882903926,136652.937860928,139,3,139,3,3
136,113673.834011589,8161.68655247593,7188.40676932747,105512.147459113,113,8,113,8,7
137,139545.676689967,88301.3742928313,69216.572238273,51244.3023971359,139,87,139,87,68
138,113673.834011589,3055.78255635519,3055.78255635519,110618.051455234,113,3,113,3,3
139,113673.834011589,87245.258699751,74483.1077796055,26428.5753118378,113,86,113,86,74
140,123974.954778717,2789.30031196155,2789.30031196155,121185.654466756,124,3,124,3,3
141,143863.91255594,109695.161735242,85696.6764972055,34168.7508206983,144,109,144,109,86
142,139545.676689967,13512.9312894994,11480.2552089964,126032.745400468,139,14,139,14,12
143,113673.834011589,103789.557434785,83484.7017277938,9884.2765768035,113,103,113,103,83
144,136561.622378543,99178.5572336778,77894.4520709603,37383.0651448655,136,98,136,98,78
145,113673.834011589,2878.86819586058,2878.86819586058,110794.965815728,113,3,113,3,3
146,113673.834011589,3020.18275142137,3020.18275142137,110653.651260167,113,3,113,3,3
147,113673.834011589,109712.144489809,90431.2688297381,3961.68952178027,113,109,113,109,90
148,33188.9091340829,23910.7847385066,20183.8150898949,9278.12439557637,34,24,34,24,20
149,113673.834011589,108935.481263588,79510.4924035073,4738.35274800069,113,108,113,108,79
150,113673.834011589,2848.43082123367,2848.43082123367,110825.403190355,113,3,113,3,3
151,113673.834011589,14227.6728505248,13364.7654145906,99446.161161064,113,15,113,15,14
152,139545.676689967,91226.7529822581,77477.449577215,48318.9237077091,139,90,139,90,76
153,138570.154560222,2910.4612885418,2910.4612885418,135659.693271681,138,3,138,3,3
154,113673.834011589,2987.53766217168,2987.53766217168,110686.296349417,113,3,113,3,3
155,113673.834011589,3237.31170364799,3237.31170364799,110436.522307941,113,3,113,3,3
156,116657.888323013,2927.84619687281,2927.84619687281,113730.04212614,116,3,116,3,3
157,113673.834011589,92295.3564532412,77937.5862601328,21378.4775583477,113,92,113,92,78
158,113673.834011589,3062.76144940189,3062.76144940189,110611.072562187,113,3,113,3,3
159,136561.622378543,24877.6989783991,19695.2673747684,111683.923400144,136,25,136,25,20
160,113673.834011589,93413.1251449158,67870.0895120481,20260.708866673,113,92,113,92,67
161,113673.834011589,3149.64644954052,3149.64644954052,110524.187562048,113,3,113,3,3
162,13285.1750785524,2720.21130833498,2720.21130833498,10564.9637702174,14,3,14,3,3
163,113673.834011589,103858.213163647,84229.7170321117,9815.62084794199,113,103,113,103,83
164,113673.834011589,2938.16119014665,2938.16119014665,110735.672821442,113,3,113,3,3
165,119656.718912744,2908.3808837835,2908.3808837835,116748.338028961,119,3,119,3,3
166,139545.676689967,3197.58103678716,3197.58103678716,136348.09565318,139,3,139,3,3
167,113673.834011589,2911.45395511697,2911.45395511697,110762.380056472,113,3,113,3,3
168,149846.797457096,2902.03040010757,2902.03040010757,146944.767056988,150,3,150,3,3
169,149846.797457096,2816.45295110296,2816.45295110296,147030.344505993,150,3,150,3,3
170,113673.834011589,96135.4002406734,81829.3662582211,17538.4337709154,113,95,113,95,81
171,139545.676689967,3285.18470222503,3285.18470222503,136260.491987742,139,3,139,3,3
